Snapshot, Tunnel cluster, Tunnel, Throughput, Cost, Bottleneck radius, Bottleneck R error bound, Length, Curvature
frame_6.pdb, 1, 1, 0.48591580325944017, 0.7217199144123139, 0.9276226799297589, -, 12.3784991156583, 1.219860958729265
frame_23.pdb, 2, 1, 0.25996888907997057, 1.347193312510854, 1.0168849126515498, -, 23.617964782180856, 1.3996162119886988
