Snapshot, Tunnel cluster, Tunnel, Throughput, Cost, Bottleneck radius, Bottleneck R error bound, Length, Curvature
frame_6.pdb, 1, 1, 0.5426843300732731, 0.611227472342404, 0.9276226799297589, -, 9.693471413902355, 1.064727356150339
frame_23.pdb, 2, 1, 0.3166411523612227, 1.149986157792593, 1.0168849126515498, -, 19.95287140107656, 1.3126129904335464
